(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		661 1 (189 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		836 2 (278 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1010 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1108 3 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		664 2 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		276 (13 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		927 (92 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		696 1 (80 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		737 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		640 1 (226 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		841 (7 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		810 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		713 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		705 3 (68 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1002 1 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		709 (94 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		724 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		687 1 (126 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		768 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		141 (290 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		758 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1156 3 (4187 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		20 (93 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		740 3 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		7 (370 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1040 1 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		642 2 (212 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		553 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		713 1 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1041 3 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		905 2 (167 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1044 2 (6 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1140 2 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		641 3 (1012 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		710 1 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		673 2 (57 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1017 3 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1161 1 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		970 1 (92 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		602 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		1109 1 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		658 2 (58 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		626 3 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		878 3 (53 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		647 2 (370 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		981 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1095 3 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		926 1 (68 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		879 1 (67 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		986 (185 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		516 (568 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		987 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		978 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		617 3 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		697 3 (32 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1026 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		825 1 (2350 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		701 2 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1105 3 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		607 2 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		130 (85 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		639 2 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		691 1 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		921 3 (72 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		99 (288 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		858 3 (2175 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		882 2 (171 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		10 (370 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		778 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		163 (194 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		704 1 (129 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		761 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		838 1 (146 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		780 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1076 1 (101 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		559 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		436 (161 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		784 3 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		686 2 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		741 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		733 1 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		806 3 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1142 3 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		854 2 (1367 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		709 3 (94 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		639 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		236 (56 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		334 (67 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		934 1 (8 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1002 2 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		597 3 (125 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		572 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1041 1 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		870 1 (148 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		6 (188 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		810 1 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1129 1 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		972 (68 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		892 3 (131 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1049 3 (7 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		853 (111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		400 (164 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		794 1 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1165 1 (2086 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		691 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		997 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		327 (34 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		845 2 (53 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		976 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1020 3 (27 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		870 2 (148 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		710 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		596 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		842 (25 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1084 2 (30 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		648 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		804 2 (60 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		660 2 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		893 1 (111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1121 2 (81 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		919 (72 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		907 2 (104 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		879 3 (67 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		627 1 (75 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		996 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		884 (2516 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		619 2 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		801 1 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		106 (270 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1098 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1060 2 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1114 3 (2106 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1120 1 (2099 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		903 1 (4194 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1133 3 (18 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		898 3 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		181 (28 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		925 2 (92 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		946 (68 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		564 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		291 (52 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		843 1 (193 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1027 (23 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		244 (139 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1047 (7 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		942 2 (12 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		960 2 (76 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		621 1 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		992 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1156 2 (4187 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1138 1 (130 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1133 1 (18 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		231 (32 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		744 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		575 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		468 (4860 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1038 (27 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		364 (50 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1091 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1136 2 (26 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		940 (4 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1141 2 (293 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		730 3 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		801 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		330 (18 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		938 2 (76 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		378 (1625 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1140 1 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1046 1 (6 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		706 (68 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1081 2 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		802 1 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		674 1 (59 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		775 2 (22 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1101 2 (417 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		982 1 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		759 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1158 3 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		603 2 (125 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1139 3 (11 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		874 1 (7 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1132 (318 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		682 2 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1126 1 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		958 2 (72 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		772 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		806 2 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		784 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		454 (145 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		887 2 (1367 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		50 (991 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1007 3 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		605 1 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		146 (13 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		606 1 (125 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		926 3 (68 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1127 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		822 1 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		789 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		655 2 (701 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		648 1 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1160 1 (4187 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		639 1 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		989 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		657 3 (58 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		904 1 (963 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		932 3 (72 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		669 (172 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		850 3 (1679 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		8 (188 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		653 2 (370 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1008 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		615 1 (96 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		187 (93 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		676 2 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1044 (6 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		626 2 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		921 1 (72 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1000 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1005 (370 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		879 2 (67 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1166 (2085 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		565 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		126 (134 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		871 3 (146 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1028 3 (31 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		758 3 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		668 1 (32 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		989 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1037 1 (31 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		729 1 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		866 2 (9 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1163 1 (2106 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1007 2 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		452 (493 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		822 2 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		878 1 (53 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		650 (185 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		642 3 (212 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		721 2 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		122 (66 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		611 (172 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		628 3 (231 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		794 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1141 3 (293 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		678 3 (136 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		831 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1055 3 (12 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		120 (531 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		282 (9 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		533 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		761 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		962 3 (4 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		890 1 (1679 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1031 3 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		863 3 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		863 2 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		813 1 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		230 (751 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		613 3 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		882 1 (171 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		803 2 (51 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		869 (278 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		840 1 (146 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1035 3 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		4 (188 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		658 3 (58 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1118 2 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1031 2 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		676 1 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1066 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1005 1 (370 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		950 (68 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1061 3 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		634 2 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		529 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		768 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		624 (45 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1003 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		751 1 (22 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		897 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1018 2 (23 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		735 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		702 3 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		950 3 (68 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		607 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1071 1 (223 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		616 3 (105 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		988 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		577 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		827 2 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1017 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		611 2 (172 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		805 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		996 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		771 2 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1050 1 (17 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		600 1 (125 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		523 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1159 3 (4187 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		909 (4194 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1131 3 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1148 3 (417 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		807 1 (51 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		686 1 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		773 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		930 (86 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1055 1 (12 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		770 3 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1014 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		776 (82 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		991 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		892 1 (131 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1065 3 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		734 3 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		614 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		999 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		12 (1835 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
